FLIGHT_ID,WEATHER_CONDITION,AIRFRAME_HOURS,PAYLOAD_WEIGHT,AIRCRAFT_TYPE,TAKE OFF_OUTCOME
9235,0,25,99,PASSENGER,SUCCESS
9236,1,24,70,PASSENGER,SUCCESS
9237,0,39,96,CARGO,SUCCESS
9238,1,40,31,PASSENGER,SUCCESS
9239,1,58,35,CARGO,FAILURE
9240,0,40,83,PASSENGER,SUCCESS
9241,0,44,93,PASSENGER,SUCCESS
9242,0,61,32,CARGO,FAILURE
9243,1,30,36,PASSENGER,FAILURE
9244,0,63,27,CARGO,FAILURE
9245,0,70,22,PASSENGER,FAILURE
9246,0,67,18,PASSENGER,FAILURE
9247,1,63,24,PASSENGER,FAILURE
9248,1,32,98,PASSENGER,SUCCESS
9249,1,45,55,CARGO,SUCCESS
9250,0,30,10,PASSENGER,FAILURE
9251,1,34,91,CARGO,SUCCESS
9252,0,57,17,CARGO,FAILURE
9253,1,63,33,CARGO,FAILURE
9254,1,45,18,CARGO,FAILURE
9255,1,31,66,CARGO,SUCCESS
9256,0,38,63,PASSENGER,SUCCESS
9257,0,56,35,CARGO,FAILURE
9258,0,50,29,PASSENGER,FAILURE
9259,1,37,62,PASSENGER,SUCCESS
9260,1,28,71,PASSENGER,SUCCESS
9261,0,57,34,PASSENGER,FAILURE
9262,1,31,13,PASSENGER,FAILURE
9263,1,35,36,PASSENGER,SUCCESS
9264,1,24,85,PASSENGER,SUCCESS
9265,1,33,41,PASSENGER,SUCCESS
9266,0,20,82,PASSENGER,SUCCESS
9267,1,30,82,CARGO,SUCCESS
9268,1,39,70,PASSENGER,SUCCESS
9269,0,26,87,PASSENGER,SUCCESS
9270,1,45,58,PASSENGER,SUCCESS
9271,0,44,95,PASSENGER,SUCCESS
9272,0,52,37,CARGO,FAILURE
9273,1,40,59,CARGO,SUCCESS
9274,1,42,11,CARGO,FAILURE
9275,0,33,18,CARGO,FAILURE
9276,1,43,15,PASSENGER,FAILURE
9277,0,41,17,PASSENGER,FAILURE
9278,1,33,89,PASSENGER,SUCCESS
9279,1,34,81,PASSENGER,SUCCESS
9280,1,29,68,PASSENGER,SUCCESS
9281,1,22,43,PASSENGER,SUCCESS
9282,0,22,91,PASSENGER,SUCCESS
9283,1,68,25,CARGO,FAILURE
9284,1,44,25,CARGO,FAILURE
9285,1,43,51,CARGO,SUCCESS
9286,1,42,27,PASSENGER,FAILURE
9287,0,59,26,CARGO,FAILURE
9288,1,28,70,PASSENGER,SUCCESS
9289,0,38,25,CARGO,FAILURE
9290,1,66,38,CARGO,FAILURE
9291,0,35,76,PASSENGER,SUCCESS
9292,1,35,21,PASSENGER,FAILURE
9293,0,57,9,CARGO,FAILURE
9294,0,63,8,CARGO,FAILURE
9295,1,58,39,CARGO,FAILURE
9296,0,32,18,CARGO,FAILURE
9297,0,62,35,CARGO,FAILURE
9298,0,34,34,CARGO,FAILURE
9299,1,41,55,PASSENGER,SUCCESS
9300,0,41,31,PASSENGER,FAILURE
9301,1,41,33,PASSENGER,FAILURE
9302,0,60,14,CARGO,FAILURE
9303,0,42,8,CARGO,FAILURE
9304,0,24,49,CARGO,SUCCESS
9305,1,19,67,PASSENGER,SUCCESS
9306,1,34,27,PASSENGER,FAILURE
9307,0,21,34,CARGO,SUCCESS
9308,1,53,25,PASSENGER,FAILURE
9309,0,53,14,CARGO,FAILURE
9310,1,28,83,PASSENGER,SUCCESS
9311,0,21,95,CARGO,SUCCESS
9312,0,51,17,PASSENGER,FAILURE
9313,1,60,31,PASSENGER,FAILURE
9314,0,42,5,PASSENGER,FAILURE
9315,1,51,19,CARGO,FAILURE
9316,1,64,39,CARGO,FAILURE
9317,1,34,37,CARGO,FAILURE
9318,0,67,38,PASSENGER,FAILURE
9319,0,34,65,PASSENGER,SUCCESS
9320,1,32,56,PASSENGER,SUCCESS
9321,1,56,30,CARGO,FAILURE
9322,1,65,18,CARGO,FAILURE
9323,1,34,13,PASSENGER,FAILURE
9324,0,50,32,CARGO,FAILURE
9325,1,54,11,CARGO,FAILURE
9326,1,29,60,PASSENGER,SUCCESS
9327,0,41,21,CARGO,FAILURE
9328,0,28,83,CARGO,SUCCESS
9329,0,68,36,PASSENGER,FAILURE
9330,0,37,66,PASSENGER,SUCCESS
9331,1,69,25,PASSENGER,FAILURE
9332,1,58,15,PASSENGER,FAILURE
9333,1,35,96,PASSENGER,SUCCESS
9334,0,25,41,PASSENGER,SUCCESS
9335,0,60,28,PASSENGER,FAILURE
9336,1,32,24,CARGO,FAILURE
9337,0,24,97,CARGO,SUCCESS
9338,0,41,27,PASSENGER,FAILURE
9339,1,24,66,PASSENGER,SUCCESS
9340,0,40,55,PASSENGER,SUCCESS
9341,1,36,27,CARGO,FAILURE
9342,0,32,85,CARGO,SUCCESS
9343,0,39,30,PASSENGER,SUCCESS
9344,0,68,21,CARGO,FAILURE
9345,0,44,27,CARGO,FAILURE
9346,0,32,29,CARGO,FAILURE
9347,0,31,39,PASSENGER,SUCCESS
9348,1,55,22,CARGO,FAILURE
9349,1,36,34,PASSENGER,FAILURE
9350,0,65,15,CARGO,FAILURE
9351,1,35,87,PASSENGER,SUCCESS
9352,1,30,37,PASSENGER,SUCCESS
9353,1,62,30,CARGO,FAILURE
9354,1,30,76,PASSENGER,SUCCESS
9355,0,37,42,PASSENGER,SUCCESS
9356,0,37,31,CARGO,FAILURE
9357,1,40,33,CARGO,FAILURE
9358,1,20,37,CARGO,SUCCESS
9359,1,35,16,CARGO,FAILURE
9360,0,70,21,CARGO,FAILURE
9361,1,32,29,CARGO,FAILURE
9362,1,25,72,PASSENGER,SUCCESS
9363,1,32,65,PASSENGER,SUCCESS
9364,0,42,56,PASSENGER,SUCCESS
9365,0,34,38,CARGO,FAILURE
9366,1,41,56,CARGO,SUCCESS
9367,1,54,36,CARGO,FAILURE
9368,0,38,5,CARGO,FAILURE
9369,1,48,18,PASSENGER,FAILURE
9370,0,19,60,PASSENGER,SUCCESS
9371,1,54,8,CARGO,FAILURE
9372,1,45,67,PASSENGER,SUCCESS
9373,0,27,98,PASSENGER,SUCCESS
9374,1,52,19,CARGO,FAILURE
9375,0,53,32,CARGO,FAILURE
9376,0,61,8,PASSENGER,FAILURE
9377,1,45,27,PASSENGER,FAILURE
9378,1,63,14,CARGO,FAILURE
9379,0,65,26,CARGO,FAILURE
9380,0,70,24,PASSENGER,FAILURE
9381,1,57,28,PASSENGER,FAILURE
9382,0,58,33,PASSENGER,FAILURE
9383,0,30,64,PASSENGER,SUCCESS
9384,1,31,33,PASSENGER,SUCCESS
9385,1,43,71,CARGO,SUCCESS
9386,1,40,82,PASSENGER,SUCCESS
9387,1,28,62,CARGO,SUCCESS
9388,1,31,22,CARGO,FAILURE
9389,1,23,63,PASSENGER,SUCCESS
9390,1,35,28,CARGO,FAILURE
9391,0,63,9,CARGO,FAILURE
9392,0,44,97,CARGO,SUCCESS
9393,0,21,65,PASSENGER,SUCCESS
9394,0,37,17,CARGO,FAILURE
9395,1,33,61,PASSENGER,SUCCESS
9396,1,19,32,PASSENGER,SUCCESS
9397,1,37,52,PASSENGER,SUCCESS
9398,0,43,39,PASSENGER,SUCCESS
9399,0,25,70,PASSENGER,SUCCESS
9400,1,40,80,CARGO,SUCCESS
9401,0,43,13,PASSENGER,FAILURE
9402,1,68,10,PASSENGER,FAILURE
9403,1,50,39,CARGO,FAILURE
9404,0,32,15,CARGO,FAILURE
9405,1,46,38,CARGO,FAILURE
9406,1,60,24,CARGO,FAILURE
9407,1,69,8,PASSENGER,FAILURE
9408,0,66,14,PASSENGER,FAILURE
9409,0,27,90,CARGO,SUCCESS
9410,1,59,10,CARGO,FAILURE
9411,1,46,28,PASSENGER,FAILURE
9412,0,38,12,CARGO,FAILURE
9413,0,44,37,CARGO,SUCCESS
9414,1,45,21,CARGO,FAILURE
9415,0,53,15,PASSENGER,FAILURE
9416,0,39,24,CARGO,FAILURE
9417,0,63,7,PASSENGER,FAILURE
9418,1,64,13,CARGO,FAILURE
9419,0,27,95,PASSENGER,SUCCESS
9420,0,23,52,PASSENGER,SUCCESS
9421,0,43,89,CARGO,SUCCESS
9422,1,20,83,PASSENGER,SUCCESS
9423,0,27,44,PASSENGER,SUCCESS
9424,1,25,55,PASSENGER,SUCCESS
9425,1,62,23,CARGO,FAILURE
9426,0,62,19,PASSENGER,FAILURE
9427,1,53,18,PASSENGER,FAILURE
9428,0,65,13,PASSENGER,FAILURE
9429,1,39,57,PASSENGER,SUCCESS
9430,1,44,53,CARGO,SUCCESS
9431,1,27,90,PASSENGER,SUCCESS
9432,1,35,41,PASSENGER,SUCCESS
9433,0,19,45,PASSENGER,SUCCESS
9434,0,23,44,CARGO,SUCCESS
9435,0,68,17,CARGO,FAILURE
9436,1,22,40,PASSENGER,SUCCESS
9437,1,30,39,CARGO,SUCCESS
9438,1,63,27,CARGO,FAILURE
9439,1,36,25,CARGO,FAILURE
9440,0,20,84,PASSENGER,SUCCESS
9441,0,70,19,CARGO,FAILURE
9442,0,46,13,PASSENGER,FAILURE
9443,0,41,5,CARGO,FAILURE
9444,0,36,35,PASSENGER,SUCCESS
9445,0,22,75,PASSENGER,SUCCESS
9446,1,39,32,PASSENGER,FAILURE
9447,0,58,19,CARGO,FAILURE
9448,1,24,42,PASSENGER,SUCCESS
9449,0,50,37,CARGO,FAILURE
9450,1,69,38,CARGO,FAILURE
9451,0,33,29,CARGO,FAILURE
9452,1,44,71,PASSENGER,SUCCESS
9453,0,19,76,PASSENGER,SUCCESS
9454,1,65,40,CARGO,FAILURE
9455,1,44,77,CARGO,SUCCESS
9456,0,40,11,CARGO,FAILURE
9457,1,38,24,CARGO,FAILURE
9458,1,43,40,CARGO,FAILURE
9459,0,52,19,PASSENGER,FAILURE
9460,0,44,43,CARGO,SUCCESS
9461,1,21,100,PASSENGER,SUCCESS
9462,1,42,38,CARGO,FAILURE
9463,1,30,45,PASSENGER,SUCCESS
9464,0,51,16,PASSENGER,FAILURE
9465,1,63,35,CARGO,FAILURE
9466,0,37,65,PASSENGER,SUCCESS
9467,1,50,37,CARGO,FAILURE
9468,0,20,74,PASSENGER,SUCCESS
9469,1,38,15,CARGO,FAILURE
9470,1,30,93,PASSENGER,SUCCESS
9471,0,35,94,CARGO,SUCCESS
9472,0,44,30,PASSENGER,FAILURE
9473,1,45,94,CARGO,SUCCESS
9474,1,40,64,CARGO,SUCCESS
9475,0,49,39,PASSENGER,FAILURE
9476,0,59,12,CARGO,FAILURE
9477,0,57,29,CARGO,FAILURE
9478,0,39,23,PASSENGER,FAILURE
9479,1,27,71,PASSENGER,SUCCESS
9480,1,37,54,PASSENGER,SUCCESS
9481,0,49,37,CARGO,FAILURE
9482,0,44,92,CARGO,SUCCESS
9483,0,41,58,PASSENGER,SUCCESS
9484,0,23,33,PASSENGER,SUCCESS
9485,1,30,84,PASSENGER,SUCCESS
9486,1,36,41,PASSENGER,SUCCESS
9487,1,37,38,PASSENGER,SUCCESS
9488,0,64,35,CARGO,FAILURE
9489,0,35,40,PASSENGER,SUCCESS
9490,0,37,95,PASSENGER,SUCCESS
9491,1,60,6,PASSENGER,FAILURE
9492,1,37,83,PASSENGER,SUCCESS
9493,1,38,11,CARGO,FAILURE
9494,0,24,90,PASSENGER,SUCCESS
9495,0,61,23,PASSENGER,FAILURE
9496,0,66,40,PASSENGER,FAILURE
9497,1,42,51,PASSENGER,SUCCESS
9498,0,45,22,CARGO,FAILURE
9499,0,34,27,CARGO,FAILURE
9500,0,25,98,PASSENGER,SUCCESS
9501,1,26,63,PASSENGER,SUCCESS
9502,1,53,12,PASSENGER,FAILURE
9503,1,36,12,PASSENGER,FAILURE
9504,0,34,34,CARGO,FAILURE
9505,1,41,63,PASSENGER,SUCCESS
9506,0,28,30,CARGO,SUCCESS
9507,0,47,36,PASSENGER,FAILURE
9508,1,33,29,PASSENGER,FAILURE
9509,1,59,39,PASSENGER,FAILURE
9510,0,69,13,CARGO,FAILURE
9511,0,35,47,PASSENGER,SUCCESS
9512,0,39,7,CARGO,FAILURE
9513,1,41,23,PASSENGER,FAILURE
9514,1,51,26,PASSENGER,FAILURE
9515,1,33,33,PASSENGER,FAILURE
9516,0,54,27,PASSENGER,FAILURE
9517,1,21,31,PASSENGER,SUCCESS
9518,0,31,37,PASSENGER,FAILURE
9519,1,24,35,PASSENGER,SUCCESS
9520,0,41,27,CARGO,FAILURE
9521,0,45,40,PASSENGER,SUCCESS
9522,0,39,79,CARGO,SUCCESS
9523,1,24,83,CARGO,SUCCESS
9524,1,23,57,PASSENGER,SUCCESS
9525,0,22,81,PASSENGER,SUCCESS
9526,0,35,15,PASSENGER,FAILURE
9527,1,69,22,CARGO,FAILURE
9528,0,34,61,CARGO,SUCCESS
9529,0,48,21,CARGO,FAILURE
9530,1,51,27,PASSENGER,FAILURE
9531,0,44,94,PASSENGER,SUCCESS
9532,0,39,8,PASSENGER,FAILURE
9533,0,62,25,PASSENGER,FAILURE
9534,1,42,41,PASSENGER,SUCCESS
9535,0,29,84,PASSENGER,SUCCESS
9536,1,66,12,PASSENGER,FAILURE
9537,0,40,26,PASSENGER,FAILURE
9538,0,40,38,CARGO,FAILURE
9539,0,33,56,PASSENGER,SUCCESS
9540,0,42,60,PASSENGER,SUCCESS
9541,0,32,14,PASSENGER,FAILURE
9542,1,51,7,CARGO,FAILURE
9543,1,62,12,CARGO,FAILURE
9544,1,28,74,PASSENGER,SUCCESS
9545,1,23,46,PASSENGER,SUCCESS
9546,1,35,31,PASSENGER,SUCCESS
9547,0,34,98,PASSENGER,SUCCESS
9548,0,45,40,PASSENGER,SUCCESS
9549,1,42,45,PASSENGER,SUCCESS
9550,0,60,36,CARGO,FAILURE
9551,0,51,12,CARGO,FAILURE
9552,0,24,88,CARGO,SUCCESS
9553,0,34,20,CARGO,FAILURE
9554,0,67,7,CARGO,FAILURE
9555,1,23,89,PASSENGER,SUCCESS
9556,1,43,64,PASSENGER,SUCCESS
9557,1,38,14,PASSENGER,FAILURE
9558,0,54,32,CARGO,FAILURE
9559,0,67,20,PASSENGER,FAILURE
9560,1,33,83,CARGO,SUCCESS
9561,0,70,10,CARGO,FAILURE
9562,1,44,49,PASSENGER,SUCCESS
9563,0,65,37,CARGO,FAILURE
9564,1,42,33,CARGO,FAILURE
9565,1,20,87,PASSENGER,SUCCESS
9566,0,32,47,CARGO,SUCCESS
9567,1,57,7,CARGO,FAILURE
9568,0,29,65,PASSENGER,SUCCESS
9569,1,37,80,PASSENGER,SUCCESS
9570,1,43,60,PASSENGER,SUCCESS
9571,1,37,96,PASSENGER,SUCCESS
9572,0,50,39,CARGO,FAILURE
9573,1,49,6,PASSENGER,FAILURE
9574,0,40,36,CARGO,SUCCESS
9575,1,45,11,PASSENGER,FAILURE
9576,1,41,58,CARGO,SUCCESS
9577,1,26,42,PASSENGER,SUCCESS
9578,1,33,34,PASSENGER,SUCCESS
9579,1,31,58,PASSENGER,SUCCESS
9580,0,43,88,CARGO,SUCCESS
9581,1,43,85,CARGO,SUCCESS
9582,1,45,31,PASSENGER,FAILURE
9583,0,60,40,PASSENGER,FAILURE
9584,0,39,30,PASSENGER,FAILURE
9585,1,25,66,PASSENGER,SUCCESS
9586,1,70,39,CARGO,FAILURE
9587,1,44,90,PASSENGER,SUCCESS
9588,1,27,93,PASSENGER,SUCCESS
9589,1,42,92,PASSENGER,SUCCESS
9590,1,69,18,PASSENGER,FAILURE
9591,1,42,28,PASSENGER,FAILURE
9592,0,36,74,CARGO,SUCCESS
9593,0,50,29,PASSENGER,FAILURE
9594,1,70,38,CARGO,FAILURE
9595,1,54,16,PASSENGER,FAILURE
9596,1,27,30,PASSENGER,SUCCESS
9597,1,21,49,PASSENGER,SUCCESS
9598,0,43,23,PASSENGER,FAILURE
9599,0,28,59,PASSENGER,SUCCESS
9600,1,31,81,PASSENGER,SUCCESS
9601,0,49,11,CARGO,FAILURE
9602,0,26,63,CARGO,SUCCESS
9603,0,40,38,PASSENGER,SUCCESS
9604,0,25,79,PASSENGER,SUCCESS
9605,0,63,29,CARGO,FAILURE
9606,1,41,26,CARGO,FAILURE
9607,1,57,11,PASSENGER,FAILURE
9608,0,43,41,PASSENGER,SUCCESS
9609,0,30,94,CARGO,SUCCESS
9610,1,46,40,CARGO,FAILURE
9611,0,48,20,PASSENGER,FAILURE
9612,1,54,23,CARGO,FAILURE
9613,1,54,16,CARGO,FAILURE
9614,1,59,6,CARGO,FAILURE
9615,0,55,27,CARGO,FAILURE
9616,1,37,43,PASSENGER,SUCCESS
9617,1,35,69,CARGO,SUCCESS
9618,1,57,13,CARGO,FAILURE
9619,1,45,53,PASSENGER,SUCCESS
9620,0,58,30,PASSENGER,FAILURE
9621,0,47,20,CARGO,FAILURE
9622,1,44,57,CARGO,SUCCESS
9623,1,52,19,CARGO,FAILURE
9624,1,61,24,CARGO,FAILURE
9625,0,26,57,PASSENGER,SUCCESS
9626,1,43,29,CARGO,FAILURE
9627,0,33,10,CARGO,FAILURE
9628,1,66,24,PASSENGER,FAILURE
9629,0,32,26,PASSENGER,FAILURE
9630,0,54,33,CARGO,FAILURE
9631,0,28,95,PASSENGER,SUCCESS
9632,0,48,40,CARGO,FAILURE
9633,1,20,63,PASSENGER,SUCCESS
9634,1,33,43,PASSENGER,SUCCESS
9635,1,23,53,PASSENGER,SUCCESS
9636,0,45,42,PASSENGER,SUCCESS
9637,0,19,39,PASSENGER,SUCCESS
9638,1,38,39,CARGO,FAILURE
9639,1,32,33,PASSENGER,FAILURE
9640,0,37,28,PASSENGER,FAILURE
9641,1,51,22,CARGO,FAILURE
9642,0,35,72,PASSENGER,SUCCESS
9643,1,68,23,PASSENGER,FAILURE
9644,0,25,56,PASSENGER,SUCCESS
9645,1,55,34,PASSENGER,FAILURE
9646,0,28,95,PASSENGER,SUCCESS
9647,0,49,9,CARGO,FAILURE
9648,0,37,44,CARGO,SUCCESS
9649,1,32,11,PASSENGER,FAILURE
9650,1,38,20,CARGO,FAILURE
9651,0,60,14,PASSENGER,FAILURE
9652,1,33,20,CARGO,FAILURE
9653,1,64,10,PASSENGER,FAILURE
9654,0,31,83,PASSENGER,SUCCESS
9655,1,40,41,PASSENGER,SUCCESS
9656,0,48,17,PASSENGER,FAILURE
9657,0,19,59,CARGO,SUCCESS
9658,1,39,43,CARGO,SUCCESS
9659,1,25,89,CARGO,SUCCESS
9660,1,39,65,PASSENGER,SUCCESS
9661,0,41,31,CARGO,FAILURE
9662,1,52,27,PASSENGER,FAILURE
9663,1,39,31,PASSENGER,FAILURE
9664,1,66,35,PASSENGER,FAILURE
9665,1,44,6,CARGO,FAILURE
9666,0,35,10,PASSENGER,FAILURE
9667,1,45,6,CARGO,FAILURE
9668,0,51,30,CARGO,FAILURE
9669,1,22,42,PASSENGER,SUCCESS
9670,0,56,22,PASSENGER,FAILURE
9671,0,65,9,PASSENGER,FAILURE
9672,1,58,10,CARGO,FAILURE
9673,1,37,86,PASSENGER,SUCCESS
9674,1,43,89,CARGO,SUCCESS
9675,1,69,33,PASSENGER,FAILURE
9676,1,23,85,PASSENGER,SUCCESS
9677,0,45,45,CARGO,SUCCESS
9678,0,36,72,PASSENGER,SUCCESS
9679,1,57,26,CARGO,FAILURE
9680,0,44,96,PASSENGER,SUCCESS
9681,1,45,26,CARGO,FAILURE
9682,1,49,23,CARGO,FAILURE
9683,1,25,66,CARGO,SUCCESS
9684,1,30,14,CARGO,FAILURE
9685,1,20,37,CARGO,SUCCESS
9686,1,36,36,PASSENGER,FAILURE
9687,0,65,30,PASSENGER,FAILURE
9688,0,60,23,CARGO,FAILURE
9689,0,34,78,PASSENGER,SUCCESS
9690,1,41,19,PASSENGER,FAILURE
9691,1,59,16,CARGO,FAILURE
9692,0,52,7,PASSENGER,FAILURE
9693,0,56,30,PASSENGER,FAILURE
9694,1,38,67,PASSENGER,SUCCESS
9695,0,65,35,CARGO,FAILURE
9696,1,30,80,PASSENGER,SUCCESS
9697,1,43,85,CARGO,SUCCESS
9698,1,34,37,PASSENGER,SUCCESS
9699,0,24,35,PASSENGER,SUCCESS
9700,0,67,28,PASSENGER,FAILURE
9701,0,48,31,PASSENGER,FAILURE
9702,0,64,34,CARGO,FAILURE
9703,1,19,87,CARGO,SUCCESS
9704,1,52,24,CARGO,FAILURE
9705,0,47,29,PASSENGER,FAILURE
9706,0,56,24,CARGO,FAILURE
9707,1,56,9,CARGO,FAILURE
9708,1,44,52,PASSENGER,SUCCESS
9709,1,35,32,PASSENGER,SUCCESS
9710,1,45,74,CARGO,SUCCESS
9711,1,34,24,PASSENGER,FAILURE
9712,0,31,15,CARGO,FAILURE
9713,1,44,32,CARGO,FAILURE
9714,0,31,34,CARGO,FAILURE
9715,0,45,60,PASSENGER,SUCCESS
9716,1,55,30,PASSENGER,FAILURE
9717,0,46,36,CARGO,FAILURE
9718,0,19,54,PASSENGER,SUCCESS
9719,0,34,95,PASSENGER,SUCCESS
9720,0,31,62,PASSENGER,SUCCESS
9721,0,33,38,CARGO,FAILURE
9722,1,59,6,CARGO,FAILURE
9723,0,36,9,PASSENGER,FAILURE
9724,1,46,22,CARGO,FAILURE
9725,1,46,13,PASSENGER,FAILURE
9726,1,36,6,CARGO,FAILURE
9727,0,30,60,PASSENGER,SUCCESS
9728,1,37,51,PASSENGER,SUCCESS
9729,1,41,82,PASSENGER,SUCCESS
9730,1,35,62,PASSENGER,SUCCESS
9731,0,67,16,PASSENGER,FAILURE
9732,0,34,40,PASSENGER,SUCCESS
9733,0,40,55,PASSENGER,SUCCESS
9734,1,33,40,PASSENGER,FAILURE
9735,1,45,30,PASSENGER,SUCCESS
9736,0,42,10,PASSENGER,FAILURE
9737,1,42,85,CARGO,SUCCESS
9738,0,48,7,CARGO,FAILURE
9739,0,47,12,CARGO,FAILURE
9740,1,42,14,PASSENGER,FAILURE
9741,1,58,22,PASSENGER,FAILURE
9742,1,41,52,CARGO,SUCCESS
9743,0,64,23,CARGO,FAILURE
9744,1,60,27,CARGO,FAILURE
9745,1,24,61,PASSENGER,SUCCESS
9746,1,28,68,PASSENGER,SUCCESS
9747,0,19,92,PASSENGER,SUCCESS
9748,1,39,94,CARGO,SUCCESS
9749,0,59,6,PASSENGER,FAILURE
9750,1,41,39,CARGO,FAILURE
9751,1,24,67,PASSENGER,SUCCESS
9752,1,37,9,PASSENGER,FAILURE
9753,1,28,74,CARGO,SUCCESS
9754,1,52,27,PASSENGER,FAILURE
9755,1,69,27,CARGO,FAILURE
9756,0,36,27,CARGO,FAILURE
9757,1,30,11,CARGO,FAILURE
9758,0,51,40,CARGO,FAILURE
9759,1,38,7,PASSENGER,FAILURE
9760,0,65,32,CARGO,FAILURE
9761,0,52,24,PASSENGER,FAILURE
9762,1,26,33,PASSENGER,SUCCESS
9763,1,39,94,PASSENGER,SUCCESS
9764,0,69,37,CARGO,FAILURE
9765,0,49,12,CARGO,FAILURE
9766,1,23,65,CARGO,SUCCESS
9767,1,25,96,PASSENGER,SUCCESS
9768,1,24,100,PASSENGER,SUCCESS
9769,1,31,69,CARGO,SUCCESS
9770,0,40,68,PASSENGER,SUCCESS
9771,0,58,15,PASSENGER,FAILURE
9772,1,60,27,CARGO,FAILURE
9773,1,49,5,PASSENGER,FAILURE
9774,0,30,39,CARGO,FAILURE
9775,0,65,38,PASSENGER,FAILURE
9776,1,52,20,PASSENGER,FAILURE
9777,0,36,16,PASSENGER,FAILURE
9778,1,21,60,PASSENGER,SUCCESS
9779,0,32,100,PASSENGER,SUCCESS
9780,0,38,95,PASSENGER,SUCCESS
9781,0,43,16,CARGO,FAILURE
9782,0,52,22,CARGO,FAILURE
9783,1,42,72,CARGO,SUCCESS
9784,0,40,14,CARGO,FAILURE
9785,1,36,89,PASSENGER,SUCCESS
9786,0,28,56,PASSENGER,SUCCESS
9787,0,70,12,CARGO,FAILURE
9788,0,35,83,PASSENGER,SUCCESS
9789,1,46,6,CARGO,FAILURE
9790,0,41,79,PASSENGER,SUCCESS
9791,0,56,24,PASSENGER,FAILURE
9792,1,45,58,CARGO,SUCCESS
9793,1,19,88,CARGO,SUCCESS
9794,0,40,32,CARGO,FAILURE
9795,0,37,21,CARGO,FAILURE
9796,0,39,76,CARGO,SUCCESS
9797,1,66,10,PASSENGER,FAILURE
9798,1,39,100,PASSENGER,SUCCESS
9799,0,66,39,PASSENGER,FAILURE
9800,0,61,34,CARGO,FAILURE
9801,0,41,54,PASSENGER,SUCCESS
9802,1,59,13,CARGO,FAILURE
9803,1,18,77,PASSENGER,SUCCESS
9804,1,60,32,PASSENGER,FAILURE
9805,1,42,86,CARGO,SUCCESS
9806,1,43,81,PASSENGER,SUCCESS
9807,1,31,23,PASSENGER,FAILURE
9808,1,35,80,CARGO,SUCCESS
9809,1,23,100,PASSENGER,SUCCESS
9810,1,35,75,PASSENGER,SUCCESS
9811,1,58,12,CARGO,FAILURE
9812,1,34,100,PASSENGER,SUCCESS
9813,0,27,76,PASSENGER,SUCCESS
9814,1,62,20,CARGO,FAILURE
9815,1,42,52,CARGO,SUCCESS
9816,0,32,63,CARGO,SUCCESS
9817,1,44,7,PASSENGER,FAILURE
9818,1,38,5,PASSENGER,FAILURE
9819,0,28,74,CARGO,SUCCESS
9820,0,63,7,CARGO,FAILURE
9821,1,41,44,PASSENGER,SUCCESS
9822,0,54,14,PASSENGER,FAILURE
9823,1,59,19,CARGO,FAILURE
9824,1,45,7,PASSENGER,FAILURE
9825,0,21,33,PASSENGER,SUCCESS
9826,1,60,6,CARGO,FAILURE
9827,1,36,28,CARGO,FAILURE
9828,0,39,32,PASSENGER,SUCCESS
9829,1,29,72,PASSENGER,SUCCESS
9830,0,55,10,PASSENGER,FAILURE
9831,1,36,32,CARGO,FAILURE
9832,1,35,24,CARGO,FAILURE
9833,1,56,13,CARGO,FAILURE
9834,0,32,71,PASSENGER,SUCCESS
9835,0,65,38,PASSENGER,FAILURE
9836,1,67,30,CARGO,FAILURE
9837,0,35,8,PASSENGER,FAILURE
9838,1,53,16,CARGO,FAILURE
9839,1,19,39,PASSENGER,SUCCESS
9840,0,21,63,PASSENGER,SUCCESS
9841,0,27,36,CARGO,SUCCESS
9842,0,43,37,CARGO,SUCCESS
9843,0,59,29,CARGO,FAILURE
9844,0,45,79,CARGO,SUCCESS
9845,1,38,91,PASSENGER,SUCCESS
9846,1,41,38,PASSENGER,FAILURE
9847,1,44,71,PASSENGER,SUCCESS
9848,1,68,17,PASSENGER,FAILURE
9849,1,18,85,PASSENGER,SUCCESS
9850,1,39,38,CARGO,FAILURE
9851,0,42,7,PASSENGER,FAILURE
9852,0,65,13,CARGO,FAILURE
9853,0,42,10,PASSENGER,FAILURE
9854,1,59,30,PASSENGER,FAILURE
9855,0,42,73,CARGO,SUCCESS
9856,1,41,68,PASSENGER,SUCCESS
9857,1,45,39,PASSENGER,SUCCESS
9858,1,33,80,PASSENGER,SUCCESS
9859,1,37,49,CARGO,SUCCESS
9860,1,32,9,CARGO,FAILURE
9861,0,28,56,PASSENGER,SUCCESS
9862,0,36,15,CARGO,FAILURE
9863,1,40,82,PASSENGER,SUCCESS
9864,1,24,78,PASSENGER,SUCCESS
9865,0,65,39,CARGO,FAILURE
9866,0,29,47,PASSENGER,SUCCESS
9867,0,68,25,CARGO,FAILURE
9868,0,38,50,PASSENGER,SUCCESS
9869,0,35,84,PASSENGER,SUCCESS
9870,1,22,85,PASSENGER,SUCCESS
9871,0,62,9,PASSENGER,FAILURE
9872,0,28,55,PASSENGER,SUCCESS
9873,1,50,21,PASSENGER,FAILURE
9874,0,54,9,CARGO,FAILURE
9875,0,63,35,PASSENGER,FAILURE
9876,0,53,6,PASSENGER,FAILURE
9877,0,51,34,CARGO,FAILURE
9878,1,56,23,CARGO,FAILURE
